DO_Zone,total_trips,total_revenue,total_distance_miles,median_duration_minutes,p95_duration_minutes,median_speed_mph,avg_passengers,trips_per_day
Homecrest,4569,300508.23,62217.26,35.85,67.24999999999996,22.358951426716487,1.3125410374261326,12.517808219178082
Howard Beach,6384,242789.72,45542.42,15.791666666666668,55.14749999999999,23.01502424336038,1.4118107769423558,17.49041095890411
Hudson Sq,149205,3807008.56,433322.48,12.383333333333333,36.93333333333333,9.518585988288885,1.3906906605006535,408.7808219178082
Hunts Point,2508,121959.95,23150.65,28.216666666666665,61.72916666666669,17.2419670786322,1.270334928229665,6.8712328767123285
Inwood,17901,922308.99,180199.32,22.983333333333334,51.86666666666667,24.407804850502195,1.3307077816881738,49.04383561643836
Inwood Hill Park,1703,83583.43,16296.93,23.383333333333333,52.29666666666666,22.768916019307216,1.3118027011156783,4.6657534246575345
JFK Airport,326649,27848336.81,5470959.79,47.61666666666667,81.66666666666667,21.705856816639038,1.5635406812817427,894.9287671232877
Jackson Heights,33943,1552689.74,260897.8,27.0,48.0,15.674449305354448,1.3691777391509294,92.9945205479452
Jamaica,14069,535941.55,98568.61,20.533333333333335,56.6,18.877996981105845,1.3493496339469757,38.54520547945206
Jamaica Bay,54,2735.94,542.36,22.883333333333333,59.97833333333325,24.207482280984976,1.5740740740740742,0.14794520547945206
Jamaica Estates,5328,247460.69,48714.92,25.6,61.97749999999999,19.80888072414469,1.321509009009009,14.597260273972603
Kensington,7275,481902.82,90746.87,33.61666666666667,62.03833333333332,21.261571879511823,1.33553264604811,19.931506849315067
Kew Gardens,8689,390577.87,69942.09,23.05,56.9,19.44650372210986,1.328346184831396,23.805479452054794
Kew Gardens Hills,6607,283190.1,52986.89,22.416666666666668,49.589999999999996,20.61348007077295,1.3432722869683669,18.101369863013698
Kingsbridge Heights,3223,175502.93,35821.49,30.966666666666665,71.54666666666665,19.377169738998898,1.2466645982004343,8.830136986301369
Kips Bay,396640,8449458.9,822114.55,10.316666666666666,26.7,9.185791933848138,1.322796490520371,1086.6849315068494
LaGuardia Airport,52127,2409100.21,508764.32,25.666666666666668,51.66166666666662,22.788519340527223,1.0850231166190265,142.813698630137
Laurelton,5506,194045.4,38749.47,14.783333333333333,58.77083333333333,23.593388321913775,1.3379949146385761,15.084931506849315
Lenox Hill East,656235,14738001.41,1435859.03,11.6,30.766666666666666,8.75339767788387,1.3105366217894505,1797.9041095890411
Lenox Hill West,826219,17663499.37,1677196.79,9.983333333333333,28.233333333333334,9.21930982002834,1.3512155978015514,2263.613698630137
Lincoln Square East,895326,19615540.26,1827744.61,10.6,29.65,8.876493456325734,1.367150066009476,2452.9479452054793
